organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,species_individual_comments,task_comments
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285138,2021-06-03 05:00:00,264306,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2341704,1,Song,5.31,2.31,-41.6,f,,Steve Enid,660,,loud water
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285138,2021-06-03 05:00:00,264306,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,2,2341713,1,Song,39.99,2.50,-46.95,f,,Steve Enid,660,,loud water
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285138,2021-06-03 05:00:00,264306,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2341723,1,Song,102.49,2.08,-42.7,f,,Steve Enid,660,,loud water
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285138,2021-06-03 05:00:00,264306,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2341706,1,Song,8.11,1.56,-43.28,f,,Steve Enid,660,,loud water
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285148,2021-06-04 22:00:00,264316,Transcribed,180s,1SPT,UNTH,Unidentified Thrush,"",1,2614282,1,Song,75.91,1.15,-46.43,f,,Jon Van Arragon,1247,,Borderline heavy wind
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285148,2021-06-04 22:00:00,264316,Transcribed,180s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2614281,1,Call,0.04,4.74,-32.18,f,,Jon Van Arragon,1247,,Borderline heavy wind
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285231,2021-06-04 22:40:00,264399,Transcribed,180s,1SPT,MOWI,Moderate wind,"",1,2375263,1,Non-vocal,0.58,5.29,-16.36,f,,Bronwyn Robinson,533,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285222,2021-06-04 23:20:00,264390,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Gill Holmes,1269,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,284981,2021-06-06 02:40:00,264149,Bad Weather,180s,1SPT,NONE,NONE,"",,,,,,,,,,Gill Holmes,1269,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285181,2021-06-06 05:20:00,264349,Transcribed,180s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,1,2404056,1,Song,1.49,1.74,-33.66,f,,Bronwyn Robinson,533,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285181,2021-06-06 05:20:00,264349,Transcribed,180s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2404054,1,Song,3.39,3.38,-37.22,f,,Bronwyn Robinson,533,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285181,2021-06-06 05:20:00,264349,Transcribed,180s,1SPT,MOWI,Moderate wind,"",1,2404053,1,Non-vocal,3.04,5.00,-11.26,f,,Bronwyn Robinson,533,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285071,2021-06-08 06:40:00,264239,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2561098,1,Song,14.89,1.11,-53.11,f,,Kelsey Bell,1242,,
PC,598,WLNP-1-1,873,,-114.035145,49.017160,,,285071,2021-06-08 06:40:00,264239,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,2561087,1,Song,7.84,1.64,-51.75,f,,Kelsey Bell,1242,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285207,2021-06-01 07:20:00,264375,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,2352745,1,Song,11.44,3.71,-53.32,f,,Gill Holmes,1269,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285207,2021-06-01 07:20:00,264375,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2352742,1,Song,2.85,3.58,-50.22,f,,Gill Holmes,1269,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285207,2021-06-01 07:20:00,264375,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,2352748,1,Song,112.75,1.96,-56.98,f,,Gill Holmes,1269,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285207,2021-06-01 07:20:00,264375,Transcribed,180s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,1,2352741,1,Song,1.74,6.40,-47.3,f,,Gill Holmes,1269,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285207,2021-06-01 07:20:00,264375,Transcribed,180s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,2,2352746,1,Song,32.74,5.75,-54.25,f,,Gill Holmes,1269,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285000,2021-06-02 02:20:00,264168,Transcribed,180s,1SPT,NSWO,Northern Saw-whet Owl,AEGOLIUS ACADICUS,1,2339764,1,Song,4.59,8.51,-42.93,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2356198,1,Call,127.23,1.44,-54.12,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,WIWR,Winter Wren,TROGLODYTES HIEMALIS,1,2356146,1,Song,3.18,5.66,-50.88,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2356141,1,Song,13.80,2.43,-60.1,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,2356145,1,Call,16.71,1.13,-54.41,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,2356140,1,Song,0.16,1.96,-57.19,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285153,2021-06-04 07:20:00,264321,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2356138,1,Song,9.00,2.04,-52.79,f,,Steve Enid,660,,water noise
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,MOWI,Moderate wind,"",1,2350792,1,Non-vocal,0.04,4.93,-44.27,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,2350802,1,Call,113.34,0.39,-54.27,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,RBNU,Red-breasted Nuthatch,SITTA CANADENSIS,1,2350805,1,Call,140.50,5.05,-49.32,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2350793,1,Song,46.81,2.34,-53.68,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,MORA,Moderate rain,"",1,2350790,1,Non-vocal,0.04,4.96,-41.1,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,UNWA,Unidentified Warbler,"",1,2350808,1,Song,148.91,1.28,-53.51,f,,Alana Demko,532,"very faint, possibly YRWA confidence:Unknown far",
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,2,2350801,1,Song,74.89,1.48,-53.88,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,2350800,1,Song,72.36,1.38,-49.56,f,,Alana Demko,532,"maybe also in minute 1, very faint",
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2350791,1,Song,4.36,1.70,-44.39,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285230,2021-06-10 06:40:00,264398,Transcribed,180s,1SPT,RCKI,Ruby-crowned Kinglet,CORTHYLIO CALENDULA,1,2350789,1,Song,0.03,2.76,-47.65,f,,Alana Demko,532,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,NSWO,Northern Saw-whet Owl,AEGOLIUS ACADICUS,1,2343563,1,Song,36.80,9.36,-42.56,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,WIWR,Winter Wren,TROGLODYTES HIEMALIS,1,2343566,1,Song,17.58,6.06,-41.24,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2343585,1,Call,171.39,1.65,-51.52,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,2343570,1,Call,2.74,2.59,-44.38,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,2,2343579,1,Song,51.80,1.90,-50.33,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2343578,1,Song,29.80,2.19,-42.48,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,2343574,1,Song,8.10,1.16,-46.42,f,,Steve Enid,660,difficult to hear over rain,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285010,2021-06-10 08:40:00,264178,Transcribed,180s,1SPT,MOCH,Mountain Chickadee,POECILE GAMBELI,1,2343576,1,Song,11.45,1.30,-50.56,f,,Steve Enid,660,,raining
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285090,2021-06-12 22:20:00,264258,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,2486060,1,Call,97.73,5.81,-44.33,f,,Nola Sheets,1257,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285090,2021-06-12 22:20:00,264258,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,2486061,1,Call,166.78,0.83,-57.27,f,,Nola Sheets,1257,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285090,2021-06-12 22:20:00,264258,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2486058,1,Song,4.00,1.99,-54.19,f,,Nola Sheets,1257,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285090,2021-06-12 22:20:00,264258,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2486059,1,Call,8.30,0.71,-58.2,f,,Nola Sheets,1257,,
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285206,2021-06-20 04:40:00,264374,Bad Weather,180s,1SPT,NONE,NONE,"",,,,,,,,,,Jon Van Arragon,1247,,Constant heavy rain
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,2357065,1,Song,0.00,2.86,-54.67,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,2,2357078,1,Call,18.75,1.43,-58.55,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,2357068,1,Song,3.03,1.56,-48.3,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",2,2357088,1,Call,28.31,5.53,-56.46,f,,Gill Holmes,1269,confidence:To Be Checked,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2357063,1,Song,0.19,2.70,-53.18,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,2357082,1,Song,26.70,2.91,-56.43,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,1,2357062,1,Song,4.60,1.09,-53.27,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,2357092,1,Song,96.85,2.21,-59.14,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,UNBI,Unidentified bird,"",1,2357074,1,Song,12.94,1.49,-56.59,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,1,2357121,1,Song,130.09,6.14,-54.81,f,,Gill Holmes,1269,,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,WISN,Wilson's Snipe,GALLINAGO DELICATA,1,2357100,1,Non-vocal,108.70,2.65,-50.86,f,,Gill Holmes,1269,difficult to see spectrogram,"high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2357134,1,Song,63.89,1.63,-60.04,f,,Gill Holmes,1269,"Only one note, unsure.  confidence:To Be Checked","high static, difficult to hear birds. "
PC,598,WLNP-1-2,844,,-114.037593,49.017411,,,285094,2021-06-21 08:00:00,264262,Transcribed,180s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2357091,1,Song,38.76,1.85,-55.02,f,,Gill Holmes,1269,confidence:To Be Checked,"high static, difficult to hear birds. "
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,1,2614771,1,Song,1.45,3.25,-54.11,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,2614775,1,Song,10.24,1.15,-50.61,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,2614782,1,Call,76.03,0.33,-55.85,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,2614768,1,Song,1.83,1.29,-55.18,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,MGWA,MacGillivray's Warbler,GEOTHLYPIS TOLMIEI,1,2614779,1,Song,141.39,1.46,-49.75,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285259,2021-06-01 07:00:00,264427,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2614764,1,Song,0.04,1.80,-53.34,f,,Jon Van Arragon,1247,,
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285034,2021-06-02 02:00:00,264202,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Steve Enid,660,,loud water/ sounds like melt-water overflowing in stream
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285204,2021-06-02 04:20:00,264372,Transcribed,180s,1SPT,UNTH,Unidentified Thrush,"",1,2363552,1,Call,5.51,6.04,-50.47,f,,Steve Enid,660,such loud running water it is difficult to hear this,loud running water noise
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,285257,2021-06-02 23:00:00,264425,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Gill Holmes,1269,,noise is a river.
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,284975,2021-06-04 05:40:00,264143,Transcribed,180s,1SPT,WIWR,Winter Wren,TROGLODYTES HIEMALIS,1,2339686,1,Song,3.31,5.58,-45.65,f,,Steve Enid,660,,loud running water noise
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,284975,2021-06-04 05:40:00,264143,Transcribed,180s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,2339698,1,Song,13.31,2.29,-47.18,f,,Steve Enid,660,,loud running water noise
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,284975,2021-06-04 05:40:00,264143,Transcribed,180s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,2339705,1,Song,138.71,1.59,-50.81,f,,Steve Enid,660,,loud running water noise
PC,598,WLNP-1-3,857,,-114.041039,49.015817,,,284975,2021-06-04 05:40:00,264143,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,2339691,1,Song,11.86,3.35,-54.18,f,,Steve Enid,660,,loud running water noise
