organization,project,project_id,location,location_id,location_buffer_m,recording_date_time,recording_id,method,aru_task_status,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation,hourly_visibility_km,hourly_station_pressure,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,date_deployed,date_retrieved,land_features,equipment,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,task_url,source_file_name,observer_id
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-02 07:07:00,354519,180s 1SPT,Transcribed,24km,12.40,31.10,21.80,,,0.00,,WATERTON PARK GATE,1289.00m,24km,,,,,,,,,,,,,,,,-31.23,-39.78,2,0.014298,-0.050598,0.082092,-21.71,-30.58,-43.78,2,0.010095,-0.066437,0.087433,-21.17,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331384,WLNP-AQP-3_20210702_070700.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-02 08:07:00,354577,180s 1SPT,Transcribed,24km,12.40,31.10,21.80,,,0.00,,WATERTON PARK GATE,1289.00m,24km,,,,,,,,,,,,,,,,-32.89,-41.19,2,0.014199,-0.033508,0.064514,-23.81,-32.26,-45.34,2,0.010156,-0.047913,0.067444,-23.42,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331442,WLNP-AQP-3_20210702_080700.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-03 20:43:00,354553,180s 1SPT,Transcribed,16km,7.90,27.70,17.80,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-34.41,-37.54,2,0.01363,-0.044342,0.049774,-26.06,-29,-29.47,2,0.034138,0.003754,0.061554,-24.21,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331418,WLNP-AQP-6_20210703_204300.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-05 21:42:00,354477,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-31.04,-33.98,2,0.023342,0.006287,0.049866,-26.04,-28.42,-36.86,2,0.025222,-0.01239,0.053162,-25.49,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331342,WLNP-AQP-7_20210705_214200.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-06 05:40:00,354560,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-35.2,-38.61,2,0.01418,-0.10144,0.110535,-19.13,-36.23,-42.09,2,0.010091,-0.070404,0.128021,-17.85,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331425,WLNP-AQP-3_20210706_054000.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-07 05:11:00,354561,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-25.64,-31.16,2,0.037927,0.003845,0.063751,-23.91,-31.14,-33.19,2,0.024646,0.014435,0.037231,-28.58,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331426,WLNP-AQP-2_20210707_051100.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-07 07:11:00,354582,180s 1SPT,Transcribed,16km,9.20,29.10,19.10,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-35.99,-37.93,2,0.013759,0.002502,0.026489,-31.54,-29.05,-29.66,2,0.03399,0.011505,0.05777,-24.77,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331447,WLNP-AQP-6_20210707_071100.wav,660
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-08 05:41:00,354483,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-29.1,-43.38,2,0.014236,-0.028992,0.052582,-25.58,-27.4,-44.56,2,0.010067,-0.061707,0.068756,-23.25,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331348,WLNP-AQP-3_20210708_054100.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-09 06:12:00,354531,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-30.12,-34.6,3,0.023482,0.004211,0.044983,-26.94,-31.03,-33.04,2,0.025336,0.003387,0.049561,-26.1,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331396,WLNP-AQP-7_20210709_061200.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-09 07:12:00,354526,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-27.05,-42.88,2,0.014109,-0.118439,0.176178,-15.08,-25.35,-47.08,2,0.010052,-0.08725,0.079102,-21.18,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331391,WLNP-AQP-3_20210709_071200.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-09 22:40:00,354568,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-27.74,-29.18,2,0.037838,0.027008,0.049469,-26.11,-31.1,-32.85,2,0.024663,0.014282,0.035889,-28.9,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331433,WLNP-AQP-2_20210709_224000.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-09 22:40:00,354573,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-36.72,-37.7,3,0.01376,0.006073,0.021271,-33.44,-29.16,-29.49,2,0.034143,0.025543,0.041656,-27.61,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331438,WLNP-AQP-6_20210709_224000.wav,660
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-10 05:13:00,354498,180s 1SPT,Transcribed,21km,9.50,30.50,20.00,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-30.03,-34.73,2,0.023512,-0.03717,0.080902,-21.84,-30.8,-32.34,2,0.025341,-0.013245,0.064392,-23.82,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331363,WLNP-AQP-7_20210710_051300.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-10 06:13:00,354480,180s 1SPT,Transcribed,21km,9.50,30.50,20.00,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-27.86,-35.93,2,0.023437,-0.018982,0.063568,-23.94,-30.08,-33.71,2,0.025221,-0.018616,0.069305,-23.18,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331345,WLNP-AQP-7_20210710_061300.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-10 08:13:00,354551,180s 1SPT,Transcribed,21km,9.50,30.50,20.00,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-23.1,-36.21,2,0.023408,-0.056122,0.120972,-18.35,-29.38,-34.94,3,0.02523,-0.004517,0.04776,-26.42,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331416,WLNP-AQP-7_20210710_081300.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-11 05:14:00,354544,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-25.53,-34.75,2,0.023426,-0.04715,0.086243,-21.29,-30.02,-33.44,2,0.025181,-0.016846,0.064148,-23.86,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331409,WLNP-AQP-7_20210711_051400.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-11 20:39:00,354511,180s 1SPT,Transcribed,16km,9.00,24.20,16.60,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-34.77,-41.3,2,0.013661,-0.005798,0.032227,-29.84,-28.73,-29.93,2,0.034315,0.012207,0.044525,-27.03,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331376,WLNP-AQP-6_20210711_203900.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-13 05:16:00,354575,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-16.8,-31.68,2,0.038021,-0.191345,0.256927,-11.8,-24.69,-36.02,2,0.024691,-0.087769,0.124695,-18.08,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331440,WLNP-AQP-2_20210713_051600.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-13 20:37:00,354566,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-27.69,-29.58,2,0.037598,0.019775,0.053253,-25.47,-31.39,-32.79,2,0.024615,-0.004883,0.052979,-25.52,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331431,WLNP-AQP-2_20210713_203700.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-14 08:17:00,354493,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-12.25,-40.34,2,0.023276,-0.372589,0.423645,-7.46,-25.17,-35.42,2,0.025138,-0.084595,0.117065,-18.63,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331358,WLNP-AQP-7_20210714_081700.wav,1247
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-15 08:18:00,354470,180s 1SPT,Transcribed,19km,8.60,32.30,20.40,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-22.71,-34.09,2,0.037551,-0.009369,0.109222,-19.23,-20.24,-37.6,2,0.024572,-0.160614,0.131989,-15.88,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331335,WLNP-AQP-2_20210715_081800.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-16 05:49:00,354549,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-26.98,-29.07,2,0.037896,0.003845,0.072479,-22.8,-30.06,-33.99,2,0.024756,-0.020264,0.080444,-21.89,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331414,WLNP-AQP-2_20210716_054900.wav,1247
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-18 04:22:00,354536,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-35.79,-38.12,2,0.014208,0.005524,0.024689,-32.15,-37.53,-41.63,2,0.010224,-0.000275,0.019196,-34.34,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331401,WLNP-AQP-3_20210718_042200.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-18 08:22:00,354504,180s 1SPT,Transcribed,16km,11.60,25.80,18.70,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-36.61,-37.68,2,0.01372,0.002228,0.024323,-32.28,-29.15,-29.47,2,0.034176,0.018555,0.043243,-27.28,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331369,WLNP-AQP-6_20210718_082200.wav,822
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-18 20:34:00,354502,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-15.64,-45.95,3,0.014329,-0.282928,0.217041,-10.97,-14.94,-48.91,2,0.010239,-0.279938,0.226959,-11.06,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331367,WLNP-AQP-3_20210718_203400.wav,660
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-19 05:23:00,354505,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-26.93,-28.91,2,0.037964,-0.056091,0.111969,-19.02,-29.7,-32.96,2,0.024705,-0.05838,0.119293,-18.47,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331370,WLNP-AQP-2_20210719_052300.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-20 07:24:00,354539,180s 1SPT,Transcribed,16km,11.10,30.80,20.90,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-29.31,-42.92,2,0.013685,-0.026642,0.050446,-25.94,-24.35,-31.41,3,0.034211,-0.012848,0.092682,-20.66,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331404,WLNP-AQP-6_20210720_072400.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-20 22:30:00,354509,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-21.89,-32.42,2,0.037746,-0.056396,0.134491,-17.43,-29.59,-35.01,2,0.024684,0.006378,0.050079,-26.01,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331374,WLNP-AQP-2_20210720_223000.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-21 06:25:00,354508,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-30.3,-42.28,3,0.013829,-0.017303,0.039307,-28.11,-28.35,-30.49,2,0.033981,0.018555,0.047516,-26.46,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331373,WLNP-AQP-6_20210721_062500.wav,1247
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-21 07:25:00,354529,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-27.9,-36.42,2,0.023196,-0.033936,0.082336,-21.69,-30.16,-34.39,2,0.025234,-0.04303,0.097137,-20.25,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331394,WLNP-AQP-7_20210721_072500.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-23 05:28:00,354570,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-29.91,-44.75,2,0.014252,-0.011658,0.051208,-25.81,-31.14,-46.95,4,0.010068,-0.026001,0.041382,-27.66,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331435,WLNP-AQP-3_20210723_052800.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-3,238275,,2021-07-23 20:28:00,354542,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-33.46,-42.76,3,0.014304,-0.003662,0.027496,-31.21,-35.4,-44.74,2,0.010201,-0.005737,0.027008,-31.37,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331407,WLNP-AQP-3_20210723_202800.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-23 21:27:00,354486,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-1.6,-34.63,,0.037721,-1,0.999969,0,-0.6,-39.77,,0.024847,-1,0.999969,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331351,WLNP-AQP-2_20210723_212700.wav,1224
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-27 07:33:00,354494,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-9.26,-33.29,2,0.037646,-0.486603,0.597351,-4.48,-9.67,-41.23,2,0.024596,-0.498871,0.580261,-4.73,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331359,WLNP-AQP-2_20210727_073300.wav,1247
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-29 05:35:00,354559,180s 1SPT,Transcribed,21km,15.90,32.50,24.20,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-30.04,-34.76,2,0.023295,0.00293,0.042542,-27.42,-31.06,-33.28,2,0.02514,0.012939,0.032776,-29.69,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331424,WLNP-AQP-7_20210729_053500.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-29 20:19:00,354492,180s 1SPT,Transcribed,21km,15.90,32.50,24.20,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-31.38,-34.4,2,0.023148,-0.04422,0.083984,-21.52,-29.93,-34.35,2,0.024929,0.005676,0.042023,-27.53,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331357,WLNP-AQP-7_20210729_201900.wav,660
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-2,238274,,2021-07-30 07:37:00,354567,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-27.94,-28.84,2,0.03803,0.02005,0.060211,-24.41,-31.2,-32.73,2,0.024729,-0.016785,0.067657,-23.39,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331432,WLNP-AQP-2_20210730_073700.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-30 21:18:00,354533,180s 1SPT,Transcribed,16km,8.70,30.10,19.40,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-15.3,-44.1,2,0.013765,-0.230103,0.303436,-10.36,-16.67,-31.03,2,0.034248,-0.16098,0.276245,-11.17,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331398,WLNP-AQP-6_20210730_211800.wav,532
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-31 04:38:00,354556,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-31.28,-34.36,2,0.023234,0.009308,0.035126,-29.09,-30.69,-33.26,2,0.025226,0.014099,0.037476,-28.53,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331421,WLNP-AQP-7_20210731_043800.wav,1269
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-6,238276,,2021-07-31 05:38:00,354548,180s 1SPT,Transcribed,16km,8.40,31.20,19.80,,,0.00,,WATERTON PARK GATE,1289.00m,16km,,,,,,,,,,,,,,,,-36.18,-38.45,2,0.013587,-0.011444,0.029297,-30.66,-29.06,-29.66,2,0.034032,0.024445,0.043152,-27.3,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331413,WLNP-AQP-6_20210731_053800.wav,660
PC,Waterton Lakes National Park Aquatic Conservation and Restoration ARU Pilot Program 2021,862,WLNP-AQP-7,238277,,2021-07-31 06:08:00,354524,180s 1SPT,Transcribed,"",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,-32.14,-33.12,2,0.023381,0.016937,0.029755,-30.53,-31.59,-32.37,2,0.025207,0.016815,0.033875,-29.4,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=331389,WLNP-AQP-7_20210731_060800.wav,1247
