"organization","project_id","location","latitude","longitude","date_time","task_duration","species","count"
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-27 05:54:00","180s","TOWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-27 05:54:00","180s","VATH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-27 05:54:00","180s","WTSP",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-27 05:54:00","180s","WWCR",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-27 05:54:00","180s","YRWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","AMRO",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","DEJU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","SWTH",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","DEJU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","SWTH",3
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","CHSP",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","DEJU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","SWTH",3
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","AMRO",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","HETH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","SWTH",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-29 22:07:00","180s","SWTH",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-30 07:56:00","180s","RBNU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-30 07:56:00","180s","SWTH",3
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-30 07:56:00","180s","TOWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-06-30 07:56:00","180s","YRWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:26:00","180s","BOCH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:26:00","180s","HETH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:26:00","180s","OVEN",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","BOCH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","RBNU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","SWTH",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","TEWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","VATH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-01 05:56:00","180s","YRWA",2
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-03 21:06:00","180s","RUGR",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-03 21:06:00","180s","SWTH",4
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-03 21:06:00","180s","TEWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-03 21:06:00","180s","YRWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","CHSP",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","DEJU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","HETH",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","RBNU",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","SWTH",3
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","TEWA",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","WTSP",1
"BU",1109,"ELE-1-2",53.235807,-117.76999,"2022-07-04 05:59:00","180s","WWCR",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-23 05:52:00","180s","SWTH",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-23 05:52:00","180s","YRWA",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-24 05:52:00","180s","DEJU",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-24 05:52:00","180s","SWTH",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-24 05:52:00","180s","YRWA",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-25 22:08:00","180s","SWTH",3
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-26 05:23:00","180s","DEJU",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-26 05:23:00","180s","SWTH",4
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-26 05:23:00","180s","WAVI",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-26 05:23:00","180s","YRWA",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-29 05:55:00","180s","CEDW",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-29 05:55:00","180s","DEJU",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-06-29 05:55:00","180s","SWTH",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-01 21:07:00","180s","CHSP",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-01 21:07:00","180s","DEJU",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-01 21:07:00","180s","LISP",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-01 21:07:00","180s","SWTH",4
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-01 21:07:00","180s","VATH",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-02 06:57:00","180s","CHSP",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-02 06:57:00","180s","DEJU",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-02 06:57:00","180s","OCWA",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-02 06:57:00","180s","SWTH",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-02 06:57:00","180s","YRWA",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-03 04:58:00","180s","CHSP",1
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-03 04:58:00","180s","DEJU",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-03 04:58:00","180s","SWTH",5
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-03 04:58:00","180s","WTSP",2
"BU",1109,"ELE-1-3",53.23592,-117.760264,"2022-07-03 04:58:00","180s","YRWA",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-06-25 04:53:00","180s","SWTH",4
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-06-25 04:53:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-06-26 04:53:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-06-26 04:53:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-06-26 04:53:00","180s","YRWA",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 05:56:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 05:56:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 05:56:00","180s","YRWA",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 21:07:00","180s","HETH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 21:07:00","180s","SWTH",3
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 21:07:00","180s","YRWA",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 22:07:00","180s","SWTH",3
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-01 22:07:00","180s","YRWA",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-02 05:57:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-02 05:57:00","180s","PISI",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-02 05:57:00","180s","YRWA",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","SWTH",3
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","VATH",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","FOSP",1
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","SWTH",2
"BU",1109,"ELE-1-4",53.226091,-117.732093,"2022-07-03 22:06:00","180s","VATH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-06-22 22:08:00","180s","FOSP",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-06-22 22:08:00","180s","SWTH",3
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-06-29 05:25:00","180s","SWTH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-06-29 05:25:00","180s","VATH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-06-29 05:25:00","180s","YRWA",2
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 05:27:00","180s","FOSP",2
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 05:27:00","180s","SWTH",3
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 05:27:00","180s","VATH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 05:27:00","180s","YRWA",3
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","DEJU",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","FOSP",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","HETH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","SWTH",4
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","VATH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-02 21:06:00","180s","YRWA",2
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","DEJU",2
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","FOSP",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","SWTH",4
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","VATH",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","WTSP",1
"BU",1109,"ELE-1-5",53.217609,-117.710415,"2022-07-03 06:58:00","180s","YRWA",2
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 05:53:00","180s","CHSP",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 05:53:00","180s","DEJU",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 05:53:00","180s","PISI",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 21:08:00","180s","HETH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 21:08:00","180s","SWTH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 21:08:00","180s","VATH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 21:08:00","180s","YRWA",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 22:08:00","180s","CHSP",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 22:08:00","180s","FOSP",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 22:08:00","180s","HETH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-26 22:08:00","180s","VATH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","AMRO",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","CHSP",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","DEJU",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","FOSP",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","HETH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","PISI",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","VATH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-27 07:54:00","180s","WIWA",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-06-29 22:07:00","180s","HETH",2
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-07-01 06:56:00","180s","DEJU",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-07-01 06:56:00","180s","HETH",1
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-07-01 06:56:00","180s","VATH",2
"BU",1109,"ELE-1-6",53.214489,-117.706802,"2022-07-01 06:56:00","180s","YRWA",2
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-06-20 21:59:00","180s","HETH",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-06-20 21:59:00","180s","YRWA",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-04 21:57:00","180s","SWTH",2
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-04 21:57:00","180s","WETA",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-24 07:24:00","180s","GCKI",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-24 07:24:00","180s","SWTH",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-28 05:30:00","180s","AMRO",1
"BU",1109,"ELE-11-1",49.367992,-114.407155,"2022-07-28 05:30:00","180s","SWTH",3
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-05-28 05:04:00","180s","HETH",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-05-28 05:04:00","180s","PISI",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-05-28 05:04:00","180s","WCSP",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-06-15 21:57:00","180s","HETH",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-06-15 21:57:00","180s","SWTH",3
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-06-26 20:59:00","180s","CAJA",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-06-26 20:59:00","180s","SWTH",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-06 06:04:00","180s","HETH",2
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-06 06:04:00","180s","TOSO",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-06 06:04:00","180s","YRWA",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-11 07:08:00","180s","HETH",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-11 07:08:00","180s","MOCH",3
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-07-11 07:08:00","180s","YRWA",1
"BU",1109,"ELE-11-2",49.36723,-114.419629,"2022-08-12 06:22:00","180s","CAJA",1
"BU",1109,"ELE-11-3",49.369837,-114.430343,"2022-06-04 21:49:00","180s","SWTH",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-06-10 05:56:00","180s","BTNW",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-06-10 05:56:00","180s","HETH",2
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-06-20 05:25:00","180s","HETH",3
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-06-20 05:25:00","180s","SWTH",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-12 08:10:00","180s","SWTH",2
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-12 08:10:00","180s","YRWA",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-15 06:13:00","180s","HETH",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-15 06:13:00","180s","SWTH",2
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-26 20:36:00","180s","BCCH",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-26 20:36:00","180s","HETH",1
"BU",1109,"ELE-11-4",49.368028,-114.437611,"2022-07-26 20:36:00","180s","VATH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","CHSP",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","FOSP",2
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","HETH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","MOWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","PISI",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-20 07:55:00","180s","SWTH",2
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","BCCH",3
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","DEJU",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","FOSP",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","HETH",3
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","PISI",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","SWTH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","WIWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-23 05:56:00","180s","YRWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","CHSP",3
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","FOSP",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","GCKI",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","HETH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","MOCH",2
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","SWTH",2
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","WIWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 05:27:00","180s","YRWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 07:57:00","180s","AMRO",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 07:57:00","180s","BCCH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 07:57:00","180s","DEJU",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 07:57:00","180s","WIWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-25 07:57:00","180s","YRWA",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","CHSP",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","FOSP",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","GCKI",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","HETH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","MGWA",3
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","MOCH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","SWTH",1
"BU",1109,"ELE-11-5",49.364153,-114.44463,"2022-06-30 04:59:00","180s","WWCR",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","FOSP",2
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","GCKI",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","HETH",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","PAWR",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","WISN",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-05-30 06:02:00","180s","YRWA",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-06-06 06:58:00","180s","FOSP",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-06-06 06:58:00","180s","PAWR",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-06-06 06:58:00","180s","VATH",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-06-06 06:58:00","180s","YRWA",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-06-08 05:57:00","180s","PAWR",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-07-15 21:49:00","180s","BCCH",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-07-15 21:49:00","180s","HETH",2
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-07-15 21:49:00","180s","YRWA",2
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-08-09 07:48:00","180s","AMRO",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-08-09 07:48:00","180s","MOCH",1
"BU",1109,"ELE-11-6N",49.361213,-114.444967,"2022-08-09 07:48:00","180s","RBNU",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-04 05:29:00","180s","AMRO",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-04 05:29:00","180s","MGWA",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-04 05:29:00","180s","RUGR",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-04 05:29:00","180s","SWTH",2
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-04 05:29:00","180s","WAVI",2
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-12 07:55:00","180s","WAVI",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-06-12 07:55:00","180s","YRWA",1
"BU",1109,"ELE-14-1",49.362591,-114.298304,"2022-07-05 05:33:00","180s","MGWA",1
