organization,type,project_id,location,year,COLO,DEJU,GCKI,GRAJ,HETH,MGWA,OSFL,SWTH,VATH,TOWA,WETA,AMRO,CHSP,FOSP,PUFI,RCKI,YEWA,YRWA,HOWR,OCWA,PISI,WAVI,WCSP,WWCR,LISP,TRES,WIWA,AMCR,BCCH,CEDW,MODO,SPSA,DUFL,HAFL,MOBL,WEWP,WIFL,EAKI,RUGR,RWBL,WISN,WTSP,AMRE,BHCO,RNSA,REVI,VESP,NOWA,LAZB,TOSO,SAVS,MOCH,RBNU,TEWA,AMPI,BAOR,CCSP,COYE,EUST,GRCA,PBGR,SACR,SORA,YHBL,CORA,LEFL,SOSP,VEER,ALFL,AMCO,AMGO,PAWR,BHGR,BLJA,CAFI,CANG,NOFL,BRSP,CAJA,LCSP,KILL,GHOW,BRCR,WIWR,RECR,HOFI,NAWA,NRWS,BOCH,DOWO,HAWO,VGSW,CAHU,WEME,AMBI,MALL,PIGR,PSFL,STJA,CAVI,BBCU,RTHA,PIWO,BANS,BRBL,BBMA,CLSW,DUGR,CLNU,AMWI,STGR,OBJECTID,Id,gridcode,Shape_Leng,Shape_Area,geometry,grid code,prjct_d,elevation,slope,aspect,TPI,northness,landCover_2016,landCover_2019,latitude,longitude,landCover_2007,landCover_2008,landCover_2009,landCover_2010,landCover_2011,landCover_2012,landCover_2013,landCover_2014,landCover_2015,landCover_2017,landCover_2018,code,category
PC,BU,10,WLNP-4-1,2018,0,1,0,1,0,1,1,2,0,0,1,1,2,1,1,0,3,0,2,0,0,2,2,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(288717.973942016, 5441236.02079645)",5,10,1331,2.7036469587341827,132.72956826586312,-142.4505662220322,-0.6785388422137703,50,50,49.087674,-113.893891,50,50,50,50,50,50,50,50,50,50,50,50,Shrubs
PC,BU,10,WLNP-4-2,2018,0,1,0,0,0,3,1,3,0,0,3,2,1,0,0,0,2,4,2,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(288579.007316235, 5440584.05060518)",5,10,1370,14.657662039695577,114.31010508913546,-99.5224809987485,-0.4116750937356505,210,50,49.081769,-113.895451,210,210,210,210,210,210,210,210,210,210,50,50,Shrubs
PC,BU,10,WLNP-4-3,2018,0,1,0,0,1,0,1,2,0,0,1,3,3,0,1,0,0,0,1,0,0,0,3,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(288526.002315952, 5440192.04231461)",5,10,1334,11.069218661402497,107.74115463904852,-130.53597265040753,-0.3047172638919365,100,100,49.078229,-113.895971,100,100,100,100,100,100,100,100,100,100,100,100,Herbs
PC,BU,10,WLNP-4-4,2018,0,1,0,0,1,0,1,2,0,0,2,3,1,0,0,0,1,1,1,0,1,2,3,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(288565.014358586, 5440392.02066174)",5,10,1347,13.858420244328713,116.04306405393466,-117.7084948566894,-0.4390465650749272,220,50,49.080039,-113.895542,50,50,50,220,220,220,220,220,220,220,50,50,Shrubs
PC,BU,10,WLNP-4-5,2018,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,0,4,0,2,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(288493.99944817, 5439988.01167821)",5,10,1324,10.242370690056807,121.42439601119362,-144.4325264796557,-0.5213730186089189,230,50,49.076385,-113.896302,50,220,220,220,220,220,220,220,220,230,50,50,Shrubs
PC,BU,10,WLNP-5-1,2018,0,1,0,0,0,1,1,2,0,0,0,2,3,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(296641.998549628, 5436991.02456225)",0,10,1659,4.778552438939184,87.89697141930947,-57.17627667043121,0.03669653185981687,220,220,49.052202,-113.783361,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-5-2,2018,0,1,0,0,1,1,1,2,0,0,0,1,0,0,2,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(296502.013476608, 5436723.04171939)",0,10,1683,7.676496581780613,80.79094284575349,-58.56573364671408,0.16003722939334494,50,50,49.049748,-113.78514,50,50,50,50,50,50,50,50,50,50,50,50,Shrubs
PC,BU,10,WLNP-5-3,2018,1,0,0,0,0,1,0,2,2,0,0,1,1,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(296944.004194506, 5438370.04855398)",0,10,1574,2.13606840267316,24.530472698369987,-0.908580324165996,0.9097405880370072,210,210,49.064692,-113.779924,210,210,210,210,210,210,210,210,210,210,210,210,Coniferous
PC,BU,10,WLNP-5-4,2018,0,0,1,0,0,0,0,3,2,0,1,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(296709.973193251, 5437884.03049929)",0,10,1606,10.203886636954872,66.15261259532117,-10.22041451726136,0.40430189049408755,210,210,49.060248,-113.78288,210,210,210,210,210,210,210,210,210,210,210,210,Coniferous
PC,BU,10,WLNP-5-5,2018,0,1,0,0,1,2,0,3,2,0,1,2,2,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(296600.01636972, 5437728.02263042)",0,10,1631,9.899050120968168,71.24243279160011,0.00595219926140089,0.32156452611991476,220,220,49.05881,-113.784305,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-6-1,2018,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(279087.06102911, 5433149.69274267)",5,10,2008,13.531755442745654,143.95190391678486,67.69572826346348,-0.8085233018767456,210,33,49.011654,-114.021207,210,210,210,210,210,210,210,210,210,210,33,33,Exposed/Barren Land
PC,BU,10,WLNP-6-4,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(279731.913540087, 5434071.59187408)",5,10,2181,23.146456646244395,157.1137776337015,201.36706201725747,-0.921278949650146,50,33,49.020166,-114.012901,100,100,50,50,50,50,50,50,50,50,33,33,Exposed/Barren Land
PC,BU,10,WLNP-6-5,2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(280012.941382218, 5434186.77971524)",0,10,2245,26.01686431468308,185.60319697508064,253.4681206467269,-0.9952219535271772,33,33,49.021301,-114.009125,33,33,33,33,33,33,33,33,33,33,33,33,Exposed/Barren Land
PC,BU,10,WLNP-7-1,2018,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(293301.971808085, 5442328.98977156)",0,10,1285,2.70358685604604,312.77632409793,-36.164646988797585,0.6791380526136835,220,220,49.09905,-113.831745,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-7-2,2018,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(293409.031902296, 5442447.97812929)",0,10,1285,2.7035859689773853,312.77717726919894,-36.337199719178216,0.6791489824310999,220,220,49.100155,-113.830341,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-7-3,2018,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292657.993022224, 5441551.04692969)",0,10,1282,0.9578648200768364,267.85267969606286,-36.21192881780166,-0.03746903654579872,220,220,49.091844,-113.840157,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-7-4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,2,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,2,1,0,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(293732.975006123, 5443147.99751002)",0,10,1285,0.957860377202984,267.8627708515777,-34.64714141814966,-0.03729303575262059,80,80,49.106553,-113.826266,80,80,80,80,80,80,80,80,80,80,80,80,Wetland
PC,BU,10,WLNP-7-5,2018,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292812.002694281, 5441823.97923716)",0,10,1283,0.95786422588559506,267.85404720225466,-35.53777357223521,-0.03744518580954847,220,220,49.094348,-113.83819,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,10,WLNP-8-1,2018,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292319.610884959, 5439079.21465296)",0,10,1294,0,-0,-73.48548579103203,1,80,80,49.069522,-113.843517,80,80,80,80,80,80,80,80,80,80,80,80,Wetland
PC,BU,10,WLNP-8-2,2018,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292248.497274033, 5438478.28297325)",0,10,1290,1.3525480814897397,222.9334965925281,-132.84255669851336,-0.7321448066215756,80,80,49.064099,-113.844181,80,80,80,80,80,80,80,80,80,80,80,80,Wetland
PC,BU,10,WLNP-8-3,2018,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292523.709868671, 5438050.6844125)",0,10,1339,8.063127823100317,312.7710440537301,-151.09181648911817,0.6790704076062128,50,50,49.06035,-113.840199,50,50,50,50,50,50,50,50,50,50,50,50,Shrubs
PC,BU,10,WLNP-8-4,2018,0,4,0,0,0,1,0,4,0,0,1,0,2,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292820.063332623, 5437637.56003039)",0,10,1433,10.58205973870214,294.3560622772841,-116.85836818167944,0.41240594344113135,220,220,49.056738,-113.835936,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
PC,BU,140,WLNP-10-1,2019,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(294133.931490051, 5439715.41093737)",0,140,1357,4.872266180301633,279.1472691148102,-48.16608162144007,0.15897263139595524,50,50,49.075847,-113.819031,100,100,100,100,50,50,50,50,50,50,50,50,Shrubs
PC,BU,140,WLNP-10-2,2019,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(294650.847759014, 5440323.05003426)",0,140,1370,5.14278034323845,289.6187172918026,-34.22349745123779,0.3357593016374861,220,220,49.081479,-113.81227,220,220,220,220,220,220,220,220,220,220,220,220,Broadleaf
